"Section","# of tickets (>=0)","Price Range","Type"
"GA2","500","$35","primary"
"GA3","184","$35","primary"
"BALC3","57","$35","primary"
"BALC2","52","$35","primary"
"BALC1","37","$35","primary"
"GA1","33","$35","primary"
"GA1","26","$35","primary"
"GA1","24","$35","primary"
"GA1","23","$35","primary"
"BALC5","15","$35","primary"
"BALC4","15","$35","primary"
"BALC7","3","$35","primary"
"BALC6","3","$35","primary"
"MEZZ2","2","$45","primary"
